employee_id,score,survey_date,feedback
744,7,2026-01-20,Love the culture
745,9,2026-01-11,Work-life balance is okay
746,8,2026-01-23,Need better coffee
747,9,2026-01-20,Excellent benefits
748,3,2026-02-01,Great company!
749,9,2026-01-19,Love the culture
750,8,2026-01-10,Work-life balance is okay
751,9,2026-01-14,Growth opportunities are good
752,9,2026-01-17,Excellent benefits
753,8,2026-01-22,Growth opportunities are good
754,10,2026-02-04,Work-life balance is okay
755,9,2026-02-06,Love the culture
756,10,2026-02-02,Great company!
757,9,2026-01-09,Love the culture
758,8,2026-01-31,Need better coffee
759,7,2026-01-09,Need better coffee
760,9,2026-01-12,Growth opportunities are good
761,8,2026-01-12,Work-life balance is okay
762,7,2026-02-05,Great company!
763,8,2026-01-11,Work-life balance is okay
764,9,2026-01-08,Great company!
765,10,2026-01-30,Need better coffee
766,0,2026-01-29,Work-life balance is okay
767,8,2026-01-12,Great company!
768,2,2026-01-24,Love the culture
769,9,2026-01-12,Excellent benefits
770,8,2026-01-30,Excellent benefits
771,6,2026-01-13,Great company!
772,8,2026-01-23,Love the culture
773,5,2026-01-26,Work-life balance is okay
774,9,2026-01-16,Need better coffee
775,9,2026-01-17,Love the culture
776,0,2026-01-23,Excellent benefits
777,8,2026-01-14,Work-life balance is okay
778,9,2026-01-18,Love the culture
779,8,2026-01-12,Work-life balance is okay
780,4,2026-01-11,Need better coffee
781,2,2026-01-16,Excellent benefits
782,9,2026-02-04,Need better coffee
783,7,2026-01-09,Excellent benefits
784,1,2026-01-31,Love the culture
785,10,2026-02-02,Need better coffee
786,10,2026-01-18,Growth opportunities are good
787,9,2026-01-27,Need better coffee
788,2,2026-01-09,Great company!
789,7,2026-01-13,Work-life balance is okay
790,10,2026-01-08,Great company!
791,8,2026-01-10,Need better coffee
792,10,2026-01-20,Great company!
793,5,2026-02-01,Work-life balance is okay
794,9,2026-02-02,Need better coffee
795,9,2026-01-10,Need better coffee
796,0,2026-01-11,Love the culture
797,0,2026-01-13,Work-life balance is okay
798,7,2026-01-29,Growth opportunities are good
799,9,2026-01-23,Excellent benefits
800,10,2026-01-30,Great company!
801,7,2026-01-19,Love the culture
802,4,2026-01-19,Love the culture
803,10,2026-01-30,Excellent benefits
804,10,2026-02-05,Love the culture
805,10,2026-01-19,Great company!
806,9,2026-01-19,Growth opportunities are good
807,8,2026-01-19,Need better coffee
808,7,2026-01-14,Work-life balance is okay
809,9,2026-02-01,Need better coffee
810,7,2026-01-20,Love the culture
811,10,2026-01-12,Love the culture
812,10,2026-01-18,Need better coffee
813,9,2026-02-06,Excellent benefits
814,6,2026-01-29,Love the culture
815,8,2026-01-24,Excellent benefits
816,8,2026-01-22,Need better coffee
817,8,2026-01-22,Need better coffee
818,10,2026-02-03,Need better coffee
819,10,2026-01-31,Great company!
820,5,2026-01-16,Excellent benefits
821,9,2026-02-01,Growth opportunities are good
822,5,2026-02-03,Work-life balance is okay
823,9,2026-01-12,Growth opportunities are good
824,0,2026-02-04,Work-life balance is okay
825,10,2026-01-24,Work-life balance is okay
826,9,2026-01-09,Growth opportunities are good
827,9,2026-01-08,Need better coffee
828,3,2026-02-02,Love the culture
829,10,2026-01-26,Need better coffee
830,9,2026-02-06,Growth opportunities are good
831,9,2026-01-18,Excellent benefits
832,9,2026-02-05,Need better coffee
833,9,2026-02-05,Work-life balance is okay
834,8,2026-01-15,Need better coffee
835,1,2026-01-10,Growth opportunities are good
836,8,2026-02-05,Excellent benefits
837,5,2026-02-04,Great company!
838,9,2026-01-28,Love the culture
839,4,2026-01-30,Great company!
840,4,2026-01-28,Great company!
841,10,2026-01-24,Great company!
842,10,2026-01-31,Growth opportunities are good
843,3,2026-01-26,Love the culture
844,0,2026-01-12,Love the culture
845,4,2026-02-03,Great company!
846,5,2026-01-30,Growth opportunities are good
847,9,2026-01-21,Need better coffee
848,9,2026-01-27,Growth opportunities are good
849,8,2026-01-11,Need better coffee
850,7,2026-01-30,Love the culture
851,9,2026-01-22,Great company!
852,9,2026-01-24,Need better coffee
853,9,2026-01-16,Work-life balance is okay
854,10,2026-01-25,Love the culture
855,7,2026-02-03,Love the culture
856,5,2026-01-12,Work-life balance is okay
857,10,2026-01-27,Work-life balance is okay
858,5,2026-01-22,Excellent benefits
859,10,2026-01-10,Growth opportunities are good
860,1,2026-01-18,Excellent benefits
861,10,2026-01-26,Need better coffee
862,2,2026-01-24,Work-life balance is okay
863,9,2026-01-17,Love the culture
864,9,2026-02-05,Love the culture
865,10,2026-01-20,Growth opportunities are good
866,10,2026-01-14,Need better coffee
867,10,2026-01-22,Growth opportunities are good
868,10,2026-01-27,Excellent benefits
869,5,2026-01-29,Love the culture
870,5,2026-02-06,Excellent benefits
871,10,2026-01-31,Work-life balance is okay
872,8,2026-01-30,Love the culture
873,8,2026-01-11,Work-life balance is okay
874,7,2026-01-24,Great company!
875,9,2026-01-27,Growth opportunities are good
876,9,2026-01-23,Love the culture
877,6,2026-01-12,Work-life balance is okay
878,8,2026-01-11,Excellent benefits
879,8,2026-01-15,Excellent benefits
880,10,2026-01-20,Love the culture
881,9,2026-02-02,Work-life balance is okay
882,7,2026-01-14,Great company!
883,3,2026-01-30,Excellent benefits
884,10,2026-02-03,Growth opportunities are good
885,4,2026-01-09,Need better coffee
886,8,2026-01-23,Love the culture
887,10,2026-01-21,Growth opportunities are good
888,10,2026-01-21,Great company!
889,4,2026-02-03,Work-life balance is okay
890,0,2026-01-12,Excellent benefits
891,0,2026-01-27,Growth opportunities are good
892,5,2026-01-17,Need better coffee
893,9,2026-01-27,Growth opportunities are good
894,4,2026-02-01,Growth opportunities are good
895,8,2026-01-20,Love the culture
896,9,2026-01-10,Need better coffee
897,9,2026-01-11,Work-life balance is okay
898,9,2026-01-14,Excellent benefits
899,8,2026-01-17,Love the culture
900,10,2026-01-09,Great company!
901,10,2026-01-29,Great company!
902,10,2026-02-02,Excellent benefits
903,2,2026-02-02,Need better coffee
904,6,2026-01-12,Work-life balance is okay
905,8,2026-02-04,Great company!
906,8,2026-02-04,Need better coffee
907,8,2026-01-19,Excellent benefits
908,8,2026-01-10,Work-life balance is okay
909,8,2026-02-01,Love the culture
910,9,2026-02-04,Love the culture
911,10,2026-01-10,Growth opportunities are good
912,7,2026-01-09,Growth opportunities are good
913,0,2026-01-19,Excellent benefits
914,7,2026-01-10,Love the culture
915,8,2026-01-14,Great company!
916,7,2026-01-17,Need better coffee
917,10,2026-02-05,Work-life balance is okay
918,8,2026-01-09,Need better coffee
919,7,2026-01-13,Need better coffee
920,9,2026-01-09,Work-life balance is okay
921,9,2026-02-06,Great company!
922,9,2026-01-24,Growth opportunities are good
923,4,2026-01-24,Excellent benefits
924,9,2026-01-20,Growth opportunities are good
925,9,2026-02-01,Love the culture
926,0,2026-01-31,Need better coffee
927,9,2026-01-14,Growth opportunities are good
928,8,2026-01-21,Excellent benefits
929,1,2026-02-03,Great company!
930,9,2026-01-14,Great company!
931,3,2026-01-29,Growth opportunities are good
932,7,2026-01-16,Love the culture
933,8,2026-01-08,Need better coffee
934,10,2026-01-16,Need better coffee
935,9,2026-01-30,Work-life balance is okay
936,7,2026-01-30,Excellent benefits
937,5,2026-01-31,Great company!
938,10,2026-01-18,Excellent benefits
939,8,2026-01-26,Need better coffee
940,10,2026-02-06,Work-life balance is okay
941,9,2026-01-29,Great company!
942,6,2026-01-14,Excellent benefits
943,10,2026-01-20,Excellent benefits
944,5,2026-01-17,Great company!
945,7,2026-01-13,Growth opportunities are good
946,8,2026-01-21,Love the culture
947,8,2026-02-02,Need better coffee
948,8,2026-01-10,Growth opportunities are good
949,10,2026-02-01,Work-life balance is okay
950,9,2026-02-03,Need better coffee
951,8,2026-01-30,Excellent benefits
952,5,2026-01-23,Love the culture
953,10,2026-01-09,Growth opportunities are good
954,10,2026-01-29,Great company!
955,5,2026-01-24,Love the culture
956,9,2026-01-20,Love the culture
957,7,2026-02-06,Great company!
958,2,2026-01-11,Great company!
959,7,2026-01-22,Growth opportunities are good
960,0,2026-01-27,Need better coffee
961,1,2026-02-01,Love the culture
962,9,2026-01-31,Work-life balance is okay
963,8,2026-01-14,Love the culture
964,0,2026-01-16,Great company!
965,1,2026-01-29,Need better coffee
966,8,2026-01-26,Work-life balance is okay
967,9,2026-01-25,Love the culture
968,4,2026-01-30,Excellent benefits
969,7,2026-01-19,Growth opportunities are good
970,9,2026-01-25,Need better coffee
971,10,2026-01-16,Great company!
972,1,2026-01-18,Excellent benefits
973,0,2026-02-01,Excellent benefits
974,8,2026-01-31,Growth opportunities are good
975,9,2026-02-01,Great company!
976,3,2026-01-29,Work-life balance is okay
977,8,2026-01-30,Growth opportunities are good
978,10,2026-01-13,Excellent benefits
979,10,2026-02-02,Need better coffee
980,9,2026-01-26,Great company!
981,0,2026-01-12,Growth opportunities are good
982,1,2026-02-06,Growth opportunities are good
983,7,2026-01-12,Excellent benefits
984,9,2026-01-29,Need better coffee
985,9,2026-01-11,Need better coffee
986,9,2026-01-20,Need better coffee
987,7,2026-01-10,Love the culture
988,8,2026-01-11,Love the culture
989,8,2026-01-12,Growth opportunities are good
990,7,2026-01-13,Need better coffee
991,1,2026-02-04,Love the culture
992,9,2026-01-25,Great company!
993,8,2026-02-01,Love the culture
994,8,2026-01-18,Work-life balance is okay
995,7,2026-02-01,Love the culture
996,8,2026-02-02,Growth opportunities are good
997,9,2026-01-21,Love the culture
998,7,2026-02-02,Excellent benefits
999,10,2026-01-11,Need better coffee
1000,8,2026-01-27,Love the culture
