employee_id,salary,effective_date
309,82912,2023-11-20
309,129248,2025-04-20
310,151875,2017-11-11
310,264843,2019-10-11
310,463102,2020-10-11
310,622083,2022-05-11
310,864340,2023-10-11
310,1404360,2024-12-11
311,92715,2025-07-05
312,83072,2019-06-08
312,143098,2020-11-08
312,242880,2022-10-08
312,473496,2023-12-08
312,805232,2024-12-08
313,78891,2021-09-22
313,137094,2022-09-22
313,203415,2023-10-22
313,237490,2024-11-22
314,109754,2017-09-12
314,205490,2018-10-12
314,316206,2019-11-12
314,512659,2021-04-12
314,988878,2023-01-12
314,1391865,2024-04-12
314,1869274,2026-01-12
315,60664,2021-04-09
315,112818,2022-12-09
315,134244,2024-05-09
315,186879,2025-08-09
316,162363,2019-05-26
316,251602,2020-11-26
316,480922,2022-02-26
316,708705,2023-12-26
316,932723,2024-12-26
317,42547,2022-08-08
317,58919,2024-07-08
317,72366,2025-08-08
318,44664,2018-03-06
318,80304,2019-04-06
318,112732,2021-01-06
318,169429,2022-05-06
318,203630,2023-07-06
318,240955,2025-02-06
319,223551,2025-02-22
320,198707,2019-11-29
320,341834,2021-07-29
320,462684,2022-09-29
320,587248,2023-12-29
320,998346,2025-11-29
321,211413,2017-08-18
321,314777,2018-08-18
321,358405,2019-08-18
321,523116,2020-10-18
321,992106,2022-03-18
321,1335071,2023-08-18
321,2408033,2025-03-18
322,47803,2022-12-30
322,59385,2024-01-30
322,65074,2025-02-28
323,181999,2021-03-11
323,306220,2022-04-11
323,527528,2023-12-11
323,799926,2025-09-11
324,259440,2018-07-15
324,369888,2020-01-15
324,486635,2021-09-15
324,601279,2022-12-15
324,798654,2024-06-15
324,1298020,2025-08-15
325,93733,2023-06-01
325,165247,2024-06-01
326,85461,2024-05-10
326,91038,2025-11-10
327,63111,2022-07-07
327,98877,2024-03-07
327,119350,2025-05-07
328,199694,2022-08-23
328,221614,2024-03-23
328,286466,2026-01-23
329,86859,2018-10-02
329,145491,2020-02-02
329,246250,2021-10-02
329,352714,2022-11-02
329,419627,2024-06-02
330,120109,2022-03-02
330,152044,2023-07-02
330,224274,2025-01-02
331,103324,2017-06-25
331,174075,2018-07-25
331,181300,2020-03-25
331,263009,2021-12-25
331,441990,2022-12-25
331,524802,2024-05-25
331,837340,2025-05-25
332,71257,2025-06-18
333,44015,2018-12-23
333,79050,2020-10-23
333,137858,2022-03-23
333,266335,2023-11-23
333,352470,2025-03-23
334,70751,2020-03-14
334,74957,2021-06-14
334,97258,2023-05-14
334,152942,2025-01-14
335,129619,2018-05-26
335,135229,2019-10-26
335,150025,2020-10-26
335,170082,2022-06-26
335,215256,2023-07-26
335,403517,2024-11-26
336,148099,2016-08-28
336,190642,2018-05-28
336,368244,2019-12-28
336,439010,2020-12-28
336,758178,2022-03-28
336,1343609,2023-09-28
336,2166601,2025-06-28
337,85505,2019-12-17
337,171574,2021-10-17
337,194606,2023-07-17
337,267693,2025-04-17
338,186420,2021-09-19
338,297477,2023-03-19
338,536556,2024-07-19
339,106627,2024-03-14
339,138111,2025-12-14
340,67600,2022-02-05
340,75509,2023-02-05
340,138959,2024-06-05
340,217509,2025-06-05
341,130210,2016-02-21
341,228952,2017-11-21
341,397443,2019-07-21
341,517647,2021-03-21
342,84727,2024-12-20
343,151022,2018-05-16
343,274232,2019-05-16
343,435164,2020-05-16
343,450505,2021-08-16
343,718008,2023-03-16
343,985819,2024-03-16
343,1229221,2025-07-16
344,135974,2019-10-03
344,170589,2021-06-03
344,273454,2022-06-03
344,469406,2024-02-03
344,606517,2025-12-03
345,45549,2017-08-17
345,87324,2019-03-17
345,175821,2021-02-17
345,334666,2022-04-17
345,380859,2023-04-17
345,456611,2024-08-17
345,812149,2025-12-17
346,94703,2018-03-02
346,116781,2019-12-02
346,155281,2021-04-02
346,240515,2022-04-02
346,470106,2024-02-02
347,48503,2022-12-22
347,66152,2024-05-22
347,84562,2025-08-22
348,61350,2023-08-12
348,91893,2024-12-12
349,93462,2024-02-15
349,143108,2025-08-15
350,120713,2022-03-15
350,222339,2023-09-15
350,372968,2024-12-15
351,141945,2025-11-29
352,197636,2021-09-04
352,398142,2023-07-04
353,51973,2018-08-10
353,78086,2020-07-10
353,143867,2021-11-10
353,269566,2023-03-10
353,414241,2024-06-10
353,636605,2025-08-10
354,170148,2023-02-16
354,210281,2024-11-16
355,98282,2020-07-18
355,185224,2021-10-18
355,345724,2023-04-18
355,451671,2024-12-18
356,71838,2019-09-12
356,114606,2021-04-12
356,167502,2022-12-12
356,285285,2024-06-12
356,385410,2025-09-12
357,53473,2021-01-07
357,64639,2022-06-07
357,87833,2024-04-07
358,159593,2019-06-12
358,306286,2020-07-12
358,584066,2021-12-12
358,820091,2023-08-12
358,1362655,2025-01-12
359,271616,2018-04-25
359,415129,2019-04-25
359,570950,2020-07-25
359,781275,2021-09-25
359,1123679,2023-06-25
359,1960513,2025-03-25
360,185427,2023-04-26
360,193083,2025-01-26
360,234873,2026-01-26
361,163893,2019-06-08
361,271685,2021-03-08
361,385657,2022-09-08
361,508546,2024-03-08
361,1026796,2025-08-08
362,101772,2023-03-01
362,162040,2024-03-01
362,199137,2025-08-01
363,95396,2017-06-30
363,175307,2018-07-30
363,300162,2019-11-30
363,595564,2021-06-30
363,954788,2022-08-30
363,1720718,2023-12-30
363,3095916,2025-07-30
364,91156,2021-08-06
364,168311,2022-10-06
364,205615,2024-06-06
364,407136,2025-06-06
365,102450,2024-12-17
366,129341,2019-12-10
366,169704,2021-11-10
366,311737,2023-07-10
366,514556,2024-09-10
366,961329,2025-10-10
367,83095,2017-04-30
367,162528,2019-03-30
367,272167,2020-09-30
367,435493,2021-11-30
367,561331,2023-03-30
367,927337,2024-05-30
367,1801547,2026-01-30
368,97056,2023-06-08
368,136506,2024-11-08
369,52387,2022-06-28
369,81609,2023-06-28
369,152895,2024-07-28
370,288816,2018-08-28
370,483031,2020-03-28
370,525453,2021-11-28
370,659404,2023-02-28
370,808415,2024-10-28
371,179127,2020-05-04
371,196156,2021-06-04
371,279588,2022-11-04
371,364578,2024-05-04
371,691963,2025-07-04
372,69576,2020-07-01
372,82684,2021-09-01
372,123500,2022-10-01
372,129605,2024-01-01
372,231126,2025-08-01
373,136299,2023-08-11
373,165894,2025-05-11
374,54803,2022-04-02
374,97936,2023-10-02
374,173503,2025-06-02
375,111691,2016-12-14
375,194372,2018-05-14
375,285910,2019-07-14
375,465927,2021-01-14
375,621802,2022-09-14
375,744287,2024-06-14
375,895629,2026-01-14
376,141401,2024-12-25
377,68946,2020-07-08
377,113565,2021-12-08
377,209867,2023-08-08
377,386468,2024-12-08
378,224372,2018-05-29
378,316186,2019-10-29
378,523196,2021-09-29
378,590690,2023-01-29
378,715679,2024-03-29
378,890502,2025-03-29
379,121106,2024-07-20
379,186460,2026-01-20
380,192705,2019-03-07
380,294249,2020-03-07
380,492325,2021-08-07
380,785570,2023-06-07
380,1518587,2024-08-07
380,2257018,2025-11-07
381,179416,2018-06-12
381,254608,2019-08-12
381,424292,2021-06-12
381,543849,2022-06-12
381,1028715,2024-04-12
382,180082,2026-01-29
383,163848,2020-11-15
383,315264,2022-05-15
384,97355,2018-12-10
384,125659,2019-12-10
384,243735,2021-02-10
384,296873,2022-07-10
384,553958,2023-09-10
384,648121,2025-05-10
385,57935,2016-07-25
385,111587,2018-04-25
385,138240,2020-01-25
385,236436,2021-02-25
385,376945,2022-08-25
385,575183,2024-03-25
385,1067809,2025-04-25
386,219647,2019-05-28
386,304728,2021-02-28
386,535094,2022-10-28
386,924949,2023-11-28
386,1707327,2025-05-28
387,81706,2023-12-30
387,133633,2025-08-30
388,68723,2024-02-18
388,134785,2025-08-18
389,89865,2019-04-07
389,118785,2021-01-07
389,189999,2022-01-07
389,374299,2023-06-07
389,694610,2024-12-07
389,933185,2026-01-07
390,127261,2017-11-15
390,144952,2018-12-15
390,209203,2020-05-15
390,419717,2022-03-15
390,442889,2023-10-15
390,661439,2025-01-15
391,299602,2024-04-26
391,398877,2025-09-26
392,62007,2018-06-30
392,112960,2020-02-29
392,131706,2021-02-28
392,266807,2022-12-28
392,385738,2024-08-28
392,507262,2025-09-28
393,123639,2023-09-22
393,138446,2025-04-22
394,64759,2023-11-13
394,97653,2025-07-13
395,37529,2022-08-03
395,39995,2024-04-03
395,77961,2025-06-03
396,83840,2016-05-01
396,113540,2017-11-01
396,144062,2019-04-01
396,263508,2020-07-01
396,509673,2022-02-01
396,667374,2024-01-01
396,1026004,2025-07-01
397,140206,2023-01-25
397,212579,2024-01-25
397,311444,2025-07-25
398,118733,2022-06-06
398,127465,2023-07-06
398,162987,2024-12-06
399,154670,2016-09-20
399,273257,2018-06-20
399,479694,2020-01-20
399,654535,2021-09-20
399,793160,2022-11-20
399,1367440,2023-12-20
399,2351558,2025-02-20
400,85602,2021-04-30
400,128563,2023-03-30
400,238557,2024-05-30
400,311434,2025-06-30
401,51259,2025-08-22
402,121346,2025-07-25
403,284467,2025-04-26
404,175361,2024-04-05
404,223333,2026-02-05
405,67056,2018-08-11
405,109190,2020-02-11
405,216339,2021-09-11
405,401124,2023-05-11
405,603864,2024-06-11
405,858570,2025-06-11
406,40560,2023-05-21
406,72787,2024-09-21
407,124661,2019-10-06
407,243372,2021-03-06
407,380337,2022-03-06
407,691314,2023-06-06
407,904985,2025-02-06
408,45942,2024-06-25
409,342780,2018-12-16
409,620684,2020-06-16
409,1207545,2022-02-16
409,2159796,2023-12-16
409,3531563,2025-11-16
410,43834,2021-11-13
410,47715,2022-12-13
410,71258,2024-09-13
411,51348,2024-03-13
412,83814,2026-01-03
413,232021,2020-08-27
413,358398,2022-06-27
413,693760,2023-09-27
413,956123,2025-01-27
414,60978,2018-11-11
414,100237,2020-09-11
414,171891,2022-04-11
414,190452,2023-10-11
414,250736,2024-11-11
415,87368,2024-12-18
416,134546,2021-02-24
416,191266,2022-12-24
416,324202,2024-06-24
417,190395,2018-02-06
417,353657,2019-06-06
417,618139,2020-11-06
417,762036,2022-09-06
417,1183484,2023-09-06
417,1814735,2025-01-06
418,97800,2016-10-29
418,157711,2018-03-29
418,251159,2019-11-29
418,301513,2021-03-29
418,407942,2022-05-29
418,534520,2023-06-29
418,1009490,2024-08-29
419,272974,2020-04-29
419,360448,2021-07-29
419,666453,2023-02-28
419,1299781,2024-04-28
419,1746926,2025-07-28
420,61776,2022-04-22
420,110349,2023-08-22
420,153662,2025-04-22
421,103855,2016-08-21
421,139432,2018-07-21
421,234214,2019-07-21
421,270947,2020-12-21
421,469035,2022-11-21
421,627325,2023-11-21
421,1252752,2025-07-21
422,74162,2024-02-15
422,147816,2025-09-15
423,156721,2018-06-06
423,161908,2020-05-06
423,318256,2021-07-06
423,578179,2022-12-06
423,1013522,2024-02-06
424,185080,2026-01-09
425,153192,2019-08-31
425,303263,2021-04-30
425,473114,2023-01-30
425,814071,2024-02-29
425,1132940,2025-12-29
426,75205,2018-02-18
426,107820,2019-03-18
426,131077,2021-01-18
426,173028,2022-01-18
426,215342,2023-01-18
426,257595,2024-05-18
426,360217,2025-09-18
427,89311,2019-06-27
427,122507,2020-07-27
427,221701,2021-07-27
427,368543,2023-04-27
427,534497,2025-02-27
428,42937,2022-05-23
428,76265,2023-07-23
428,88139,2024-07-23
428,120365,2025-12-23
429,158646,2023-10-17
429,266979,2025-04-17
430,254690,2020-07-08
430,335606,2021-10-08
430,657509,2023-04-08
430,887435,2024-12-08
431,98974,2022-09-07
431,161620,2023-09-07
431,286188,2025-01-07
432,121295,2016-07-18
432,193883,2017-07-18
432,226199,2018-07-18
432,370886,2019-09-18
432,561715,2020-11-18
432,806001,2022-03-18
432,857203,2023-10-18
432,1164303,2025-04-18
433,141556,2025-02-27
434,247367,2025-10-16
435,308410,2019-06-09
435,393334,2020-11-09
435,512735,2022-05-09
435,917531,2023-05-09
435,1582668,2025-01-09
436,157694,2022-10-27
436,205600,2023-11-27
436,285188,2025-05-27
437,84948,2022-07-04
437,148948,2024-04-04
437,239338,2026-02-04
438,148504,2021-01-07
439,120747,2022-07-05
439,237689,2023-09-05
439,294257,2024-10-05
440,195961,2025-12-05
441,73270,2021-03-21
441,129399,2022-06-21
441,258569,2023-08-21
441,437943,2024-10-21
441,736673,2025-10-21
442,224615,2018-03-22
442,313515,2020-02-22
442,543963,2021-06-22
442,979999,2023-02-22
442,1861424,2024-06-22
442,2230667,2025-06-22
443,88754,2025-01-26
444,56925,2017-07-10
444,110769,2018-10-10
444,209923,2019-10-10
444,409890,2020-12-10
444,585197,2022-08-10
444,699832,2024-05-10
445,161519,2023-04-27
445,289563,2024-12-27
446,42874,2023-06-27
446,54774,2024-07-27
447,76766,2018-12-20
447,146659,2020-08-20
447,214446,2022-01-20
447,373840,2023-10-20
447,480205,2024-11-20
448,213018,2024-01-07
448,345131,2025-10-07
449,99186,2022-12-27
449,161881,2024-04-27
450,192774,2020-07-26
450,327081,2021-09-26
450,374570,2023-01-26
450,675464,2024-11-26
451,96435,2020-08-25
451,103178,2022-07-25
451,152925,2024-04-25
451,170483,2025-09-25
452,138876,2019-11-18
452,255596,2020-12-18
452,311701,2022-02-18
452,460248,2023-05-18
452,530242,2024-12-18
453,228878,2021-02-03
453,374802,2022-12-03
453,476077,2024-03-03
453,687661,2025-08-03
454,108765,2024-10-26
455,109359,2024-09-01
456,77847,2016-05-09
456,103362,2017-10-09
456,179765,2019-05-09
456,268872,2020-05-09
456,310854,2021-09-09
456,609643,2023-01-09
456,1222285,2024-02-09
456,2410385,2026-01-09
457,204986,2016-05-21
458,50037,2020-03-28
458,85227,2021-04-28
458,103434,2022-06-28
458,193211,2023-11-28
458,333442,2025-04-28
459,135171,2023-06-04
459,211956,2024-07-04
460,177131,2017-07-06
460,208530,2018-12-06
460,299890,2020-02-06
460,497787,2021-04-06
460,701275,2022-06-06
460,1030117,2023-08-06
460,2019010,2024-11-06
460,3097659,2025-11-06
461,191115,2025-09-28
462,101655,2019-02-04
462,145650,2020-09-04
462,177924,2022-02-04
462,274803,2023-10-04
462,532729,2025-01-04
463,295806,2024-12-01
464,80860,2023-06-30
464,86094,2025-02-28
465,166705,2020-01-23
465,278340,2021-07-23
465,557922,2022-10-23
465,1094019,2024-02-23
465,1865382,2025-08-23
466,105812,2020-06-29
466,201847,2021-08-29
466,251144,2023-04-29
466,316102,2024-05-29
467,90392,2016-06-30
467,98208,2017-07-30
467,192696,2019-02-28
467,306458,2020-10-28
467,439979,2021-10-28
467,883138,2023-02-28
467,1055739,2024-02-28
467,1355016,2025-08-28
468,134354,2016-02-16
468,227366,2017-10-16
468,318313,2019-08-16
468,603976,2021-02-16
468,644041,2022-02-16
468,806967,2023-08-16
468,1542077,2024-10-16
468,2948701,2026-01-16
469,55898,2019-02-02
469,66865,2020-12-02
469,123829,2022-10-02
469,183520,2024-09-02
469,346035,2025-11-02
470,41644,2022-03-06
470,75568,2023-08-06
470,147964,2024-09-06
471,91972,2024-08-14
471,119494,2025-11-14
472,213305,2022-12-04
472,371733,2023-12-04
472,463484,2025-01-04
473,138122,2019-03-18
473,279443,2020-04-18
473,382575,2022-01-18
473,625459,2023-08-18
473,910794,2024-12-18
474,166387,2024-04-29
474,328645,2025-09-29
475,80603,2018-06-21
475,117377,2019-08-21
475,126842,2020-09-21
475,133011,2022-01-21
475,161153,2023-03-21
475,309744,2024-06-21
475,336049,2025-07-21
476,169443,2022-03-19
476,212256,2024-02-19
476,335888,2025-07-19
477,48760,2025-10-14
478,158657,2019-11-20
478,215084,2020-12-20
478,356209,2022-10-20
478,505917,2024-08-20
478,949435,2026-01-20
479,69679,2020-03-23
479,95161,2021-09-23
479,161171,2022-10-23
479,273182,2024-05-23
479,365448,2025-07-23
480,78132,2020-09-19
480,142019,2022-02-19
480,173927,2024-01-19
480,284969,2025-05-19
481,247372,2019-07-08
481,329805,2020-12-08
481,424452,2022-02-08
481,739538,2023-09-08
481,1048769,2024-10-08
481,1758107,2026-01-08
482,60390,2024-05-22
483,66230,2021-08-02
483,110040,2023-07-02
483,217319,2024-09-02
484,56586,2019-07-05
484,95164,2021-06-05
484,147018,2023-05-05
484,274165,2024-10-05
485,136461,2022-10-14
485,264437,2024-04-14
485,433347,2025-05-14
486,82855,2019-02-14
486,109527,2020-11-14
486,152709,2022-04-14
486,233373,2023-11-14
486,277579,2025-09-14
487,50221,2024-05-28
487,61360,2025-06-28
488,121460,2019-10-24
488,233955,2020-11-24
488,337974,2022-04-24
488,620727,2023-07-24
488,817078,2025-06-24
489,77208,2018-11-10
489,142549,2020-06-10
489,262298,2021-11-10
489,337209,2023-07-10
489,581322,2025-02-10
490,121001,2023-08-04
490,241452,2025-02-04
491,75082,2016-10-29
491,105530,2018-05-29
491,143959,2020-02-29
491,209308,2021-12-29
491,297819,2022-12-29
491,347862,2024-05-29
491,543819,2025-07-29
492,51626,2023-07-17
492,61744,2024-12-17
492,64540,2025-12-17
493,280095,2016-09-02
493,471826,2018-07-02
493,880537,2019-08-02
493,1160251,2020-09-02
493,1391604,2022-08-02
493,1501355,2023-12-02
493,2977946,2025-10-02
494,204999,2019-03-23
494,259589,2021-02-23
494,286989,2022-09-23
494,522277,2024-07-23
494,580655,2025-09-23
495,95068,2017-03-20
495,112810,2018-06-20
495,203575,2019-11-20
495,264057,2021-05-20
495,423442,2023-04-20
495,740657,2024-10-20
495,868346,2025-11-20
496,210151,2022-05-25
496,237056,2024-01-25
496,431647,2025-04-25
497,176015,2022-06-12
497,252748,2024-02-12
497,326734,2025-05-12
498,134378,2025-07-10
499,91259,2021-07-10
499,115206,2023-01-10
499,126416,2024-09-10
500,99574,2021-10-22
500,193041,2023-07-22
500,201278,2025-02-22
501,121980,2020-05-11
501,209232,2022-02-11
501,405141,2023-09-11
501,420930,2025-08-11
502,42080,2018-08-13
502,48470,2019-09-13
502,97402,2021-07-13
502,137156,2023-01-13
503,51890,2018-02-28
503,92387,2019-12-28
503,175408,2021-08-28
503,254874,2023-02-28
503,292455,2025-01-28
504,132392,2022-02-11
505,60499,2016-12-15
505,107723,2018-02-15
505,182517,2019-08-15
505,235321,2020-10-15
505,314107,2022-01-15
505,547721,2023-01-15
505,989015,2024-08-15
506,348218,2018-03-30
506,543688,2020-01-30
506,965746,2021-07-30
506,1428979,2022-12-30
506,1792426,2024-08-30
506,3198353,2025-09-30
507,61953,2023-01-05
507,100838,2024-05-05
507,199305,2025-08-05
508,103248,2022-12-16
508,107963,2024-03-16
508,117759,2025-07-16
509,235667,2019-08-10
509,444454,2020-11-10
509,831038,2022-03-10
509,1355162,2023-08-10
509,1608357,2025-03-10
510,99688,2020-11-09
510,139563,2022-01-09
510,279435,2023-11-09
510,399114,2024-12-09
510,668639,2026-01-09
511,111360,2022-07-26
511,192372,2023-09-26
511,371882,2025-01-26
512,51972,2023-05-19
512,78401,2024-10-19
513,128693,2025-03-21
514,200886,2018-06-19
514,279717,2019-08-19
514,386259,2021-03-19
514,693873,2022-11-19
514,931595,2024-03-19
514,1080521,2026-01-19
515,47426,2023-05-28
515,64574,2024-05-28
515,98648,2025-08-28
516,75016,2020-11-21
516,86735,2022-08-21
516,114205,2023-12-21
516,200410,2025-10-21
517,112106,2018-01-31
517,179813,2019-12-31
517,223806,2021-06-30
517,387757,2022-10-30
517,642533,2024-09-30
518,69823,2019-03-05
518,80039,2020-05-05
518,85863,2021-06-05
518,147394,2023-05-05
518,192565,2025-02-05
519,71096,2016-06-12
519,120070,2018-04-12
519,189059,2019-05-12
519,322132,2020-05-12
519,434488,2021-08-12
519,676866,2023-01-12
519,988582,2024-08-12
520,186108,2024-04-03
521,143366,2023-12-30
521,157800,2025-11-30
522,49769,2025-12-04
523,98873,2019-06-10
523,139597,2020-06-10
524,76226,2021-02-25
524,113356,2022-05-25
524,197878,2024-01-25
524,383500,2025-12-25
525,83032,2017-10-11
525,153657,2018-10-11
525,243688,2019-11-11
525,261610,2020-11-11
525,437181,2022-05-11
525,467087,2024-01-11
525,602055,2025-08-11
526,144103,2016-09-23
526,204078,2018-06-23
526,228072,2019-10-23
526,328124,2021-09-23
526,621250,2023-08-23
526,935107,2025-03-23
527,70837,2016-11-21
527,91295,2018-03-21
527,102011,2020-01-21
527,169551,2021-04-21
527,328617,2022-11-21
527,640004,2024-05-21
527,1256203,2025-09-21
528,78538,2023-05-04
528,103521,2025-01-04
529,199161,2018-09-09
529,239783,2020-05-09
529,298228,2021-07-09
529,577571,2023-02-09
530,77628,2023-06-30
530,139306,2025-05-30
531,131957,2021-07-20
531,139192,2022-08-20
531,172123,2024-04-20
531,211404,2025-11-20
532,134183,2022-06-12
532,208268,2024-02-12
532,242722,2025-05-12
533,125863,2017-08-25
533,145942,2018-10-25
533,224001,2020-06-25
533,267990,2022-03-25
533,358745,2023-08-25
533,685384,2025-02-25
534,123402,2018-04-02
534,204749,2019-07-02
534,325552,2020-09-02
534,594370,2021-11-02
534,1118672,2023-06-02
534,1364144,2025-04-02
535,137108,2019-09-17
535,242556,2021-04-17
535,381569,2022-10-17
535,706108,2023-10-17
535,1309283,2025-02-17
536,47566,2019-08-03
536,70132,2020-08-03
536,119578,2021-08-03
536,155197,2022-10-03
536,241174,2024-07-03
537,60991,2020-07-29
537,121797,2022-01-29
537,173674,2023-12-29
537,221121,2025-10-29
538,66138,2025-03-17
539,109252,2020-01-22
539,177899,2021-01-22
539,295352,2022-10-22
539,326862,2024-04-22
539,553221,2025-12-22
540,56115,2017-02-26
540,64741,2018-09-26
540,129395,2020-01-26
540,153619,2021-12-26
540,254282,2023-06-26
540,284927,2024-12-26
540,309483,2026-01-26
541,74960,2025-04-27
542,278931,2024-05-14
543,60945,2018-10-15
543,119016,2020-07-15
543,131256,2022-04-15
543,224695,2023-12-15
543,284275,2025-10-15
544,127089,2023-06-29
544,175805,2024-07-29
544,186420,2025-08-29
545,297324,2018-11-23
545,340723,2020-01-23
545,658298,2021-04-23
545,934015,2022-07-23
545,1828151,2023-11-23
545,2417554,2025-08-23
546,171232,2017-06-08
546,331875,2018-09-08
546,636961,2019-09-08
546,1080894,2020-12-08
546,1597820,2022-04-08
547,75871,2025-09-28
548,71670,2019-10-10
548,122402,2020-12-10
548,187624,2022-06-10
548,315747,2023-07-10
548,358674,2024-11-10
548,417200,2026-01-10
549,120640,2025-02-02
550,70500,2018-01-06
551,51853,2024-11-02
552,100439,2024-08-19
553,88232,2016-05-18
553,123484,2017-10-18
553,211826,2019-01-18
553,361155,2020-08-18
553,696200,2022-07-18
553,727159,2024-04-18
554,76970,2023-01-26
554,150803,2024-06-26
554,219112,2026-01-26
555,159322,2023-02-28
555,190484,2024-02-28
555,271015,2025-02-28
556,56624,2022-11-14
556,82163,2024-03-14
556,109207,2025-08-14
557,129542,2023-07-26
557,250042,2024-08-26
557,315272,2026-01-26
558,144182,2021-01-05
558,259683,2022-01-05
558,290414,2023-12-05
558,513975,2025-02-05
559,123734,2025-08-31
560,100481,2024-08-05
560,124495,2025-10-05
561,65169,2022-08-27
561,117407,2023-12-27
561,213515,2025-07-27
562,48712,2019-09-25
562,51838,2021-08-25
563,78918,2022-03-22
563,153440,2023-03-22
563,280944,2024-05-22
563,473903,2025-11-22
564,76315,2024-03-07
564,153108,2025-05-07
565,78315,2021-07-17
565,119421,2022-07-17
565,164904,2023-12-17
565,288402,2025-02-17
566,76634,2019-09-03
566,95700,2020-11-03
566,185281,2022-08-03
566,288587,2024-04-03
567,41341,2017-08-02
567,54766,2019-05-02
567,103789,2021-04-02
567,131729,2022-06-02
567,255938,2024-03-02
567,279831,2025-07-02
568,210458,2017-03-04
568,239510,2018-03-04
568,339244,2020-02-04
568,471958,2021-12-04
568,536399,2023-07-04
568,1071699,2024-07-04
569,102678,2018-08-13
569,168791,2020-06-13
569,220148,2021-12-13
569,240414,2023-06-13
569,306959,2024-07-13
570,137608,2017-08-06
570,176973,2019-02-06
570,199467,2020-09-06
570,313718,2022-03-06
570,612142,2023-03-06
570,936511,2024-03-06
570,1068118,2025-08-06
571,95381,2024-01-29
571,189925,2025-03-29
572,196496,2023-03-11
572,245638,2024-04-11
572,344354,2025-04-11
573,242694,2025-08-19
574,53916,2017-01-05
574,69427,2018-09-05
574,102133,2020-06-05
574,196346,2021-06-05
574,346926,2023-01-05
574,676510,2024-12-05
575,62191,2017-11-30
575,64604,2019-02-28
575,104151,2020-05-28
575,205675,2022-03-28
575,317894,2023-09-28
575,413553,2025-07-28
576,73066,2025-04-26
577,130521,2020-07-14
577,187966,2022-06-14
577,329500,2023-10-14
577,648375,2025-09-14
578,87660,2016-05-17
578,135373,2018-01-17
578,153231,2019-12-17
578,174782,2021-02-17
578,334686,2022-08-17
578,368193,2023-10-17
578,558518,2025-01-17
579,66007,2016-04-27
579,86236,2017-07-27
579,96981,2019-03-27
579,108194,2020-08-27
579,218781,2022-05-27
579,261373,2023-10-27
579,502496,2025-09-27
580,160479,2024-02-26
580,205475,2025-05-26
581,224793,2016-02-11
581,396170,2017-03-11
581,434060,2018-12-11
581,598373,2019-12-11
581,683590,2021-11-11
581,902310,2022-11-11
581,1400358,2023-12-11
581,1567339,2024-12-11
581,1906503,2025-12-11
582,116962,2024-06-01
582,199986,2025-10-01
583,109897,2023-06-28
583,192652,2024-09-28
584,96599,2017-05-24
584,101196,2019-01-24
584,127616,2020-01-24
584,152662,2021-07-24
584,190996,2022-12-24
584,222712,2024-06-24
584,285551,2025-08-24
585,38645,2021-06-12
585,48815,2023-01-12
585,62733,2024-09-12
586,89666,2025-03-15
587,98245,2022-12-21
587,161373,2024-03-21
587,298372,2025-11-21
588,82859,2021-07-19
588,164635,2022-08-19
588,321582,2024-02-19
588,335813,2026-01-19
589,82601,2017-08-01
589,164096,2019-05-01
589,301048,2020-05-01
589,470767,2022-02-01
589,821631,2023-05-01
589,1361352,2025-03-01
590,124958,2020-09-03
590,223839,2022-03-03
590,355847,2023-09-03
590,611767,2025-04-03
591,81505,2018-02-13
591,158035,2019-03-13
591,206496,2020-04-13
591,414301,2022-02-13
591,482095,2023-04-13
591,720578,2024-12-13
592,69658,2024-09-04
592,109196,2026-01-04
593,41053,2016-02-22
593,67563,2017-08-22
593,92708,2018-11-22
593,117721,2020-07-22
593,184760,2022-06-22
593,248904,2023-10-22
593,308625,2025-01-22
594,133523,2020-09-30
594,221804,2021-10-30
594,248333,2023-09-30
594,327087,2024-12-30
595,79946,2017-05-07
595,105069,2019-03-07
595,134249,2021-01-07
595,222646,2022-01-07
595,241804,2023-10-07
595,402494,2025-08-07
596,89518,2022-11-07
596,118252,2024-06-07
596,185962,2025-09-07
597,109778,2019-12-16
597,187713,2021-08-16
597,263586,2022-08-16
597,307242,2023-10-16
597,524836,2024-12-16
597,694763,2025-12-16
598,188660,2023-10-02
598,337496,2025-03-02
599,104880,2018-08-04
599,137923,2020-05-04
599,254456,2022-03-04
599,497404,2024-02-04
599,694919,2025-08-04
600,128161,2025-02-15
601,91621,2018-09-10
601,151064,2019-09-10
601,225062,2020-12-10
601,336901,2022-07-10
601,498996,2023-08-10
601,724239,2025-05-10
602,125624,2019-07-03
602,241915,2020-12-03
602,448899,2022-02-03
602,863821,2023-02-03
602,1523470,2024-09-03
602,2665408,2025-11-03
603,91298,2016-06-25
603,158740,2017-11-25
603,310636,2019-05-25
603,563572,2021-01-25
603,830418,2022-09-25
603,1120788,2023-09-25
603,1858471,2024-12-25
604,56980,2021-01-18
604,85111,2022-03-18
604,142171,2023-08-18
604,283369,2025-03-18
605,314356,2016-10-27
605,537137,2018-03-27
605,562842,2019-07-27
605,781934,2021-06-27
605,1306053,2023-05-27
605,1408711,2024-12-27
606,206249,2023-09-16
606,391826,2025-05-16
607,75657,2026-01-21
608,99352,2020-01-20
608,190926,2021-01-20
608,296190,2022-12-20
608,402169,2024-11-20
609,178596,2023-09-15
609,313867,2025-05-15
